,casual,count,datetime,registered
3313,5,211,2012-01-23 18:00:00,215
3314,3,195,2012-01-23 19:00:00,198
3315,3,139,2012-01-23 20:00:00,115
3316,3,96,2012-01-23 21:00:00,90
3317,3,89,2012-01-23 22:00:00,87
3318,4,54,2012-01-23 23:00:00,49
3319,3,17,2012-01-24 00:00:00,18
3320,1,10,2012-01-24 01:00:00,9
3321,1,7,2012-01-24 02:00:00,7
3322,0,2,2012-01-24 03:00:00,2
3323,0,2,2012-01-24 04:00:00,2
3324,0,19,2012-01-24 05:00:00,19
3325,1,80,2012-01-24 06:00:00,78
3326,5,260,2012-01-24 07:00:00,256
3327,10,491,2012-01-24 08:00:00,519
3328,8,238,2012-01-24 09:00:00,237
3329,8,118,2012-01-24 10:00:00,85
3330,5,115,2012-01-24 11:00:00,90
3331,5,119,2012-01-24 12:00:00,104
3332,5,127,2012-01-24 13:00:00,104
3333,9,126,2012-01-24 14:00:00,117
3334,19,139,2012-01-24 15:00:00,114
3335,17,211,2012-01-24 16:00:00,196
3336,23,388,2012-01-24 17:00:00,425
3337,17,376,2012-01-24 18:00:00,417
3338,21,302,2012-01-24 19:00:00,286
3339,5,194,2012-01-24 20:00:00,179
3340,11,146,2012-01-24 21:00:00,136
3341,5,111,2012-01-24 22:00:00,102
3342,5,72,2012-01-24 23:00:00,59
3343,1,20,2012-01-25 00:00:00,20
3344,1,11,2012-01-25 01:00:00,8
3345,0,7,2012-01-25 02:00:00,4
3346,0,3,2012-01-25 03:00:00,2
3347,0,2,2012-01-25 04:00:00,2
3348,0,19,2012-01-25 05:00:00,19
3349,1,76,2012-01-25 06:00:00,75
3350,6,238,2012-01-25 07:00:00,226
3351,12,463,2012-01-25 08:00:00,451
3352,11,231,2012-01-25 09:00:00,226
3353,7,116,2012-01-25 10:00:00,102
3354,12,130,2012-01-25 11:00:00,117
3355,10,157,2012-01-25 12:00:00,138
3356,17,182,2012-01-25 13:00:00,160
3357,14,171,2012-01-25 14:00:00,145
3358,21,173,2012-01-25 15:00:00,150
3359,18,196,2012-01-25 16:00:00,189
3360,16,331,2012-01-25 17:00:00,393
3361,12,308,2012-01-25 18:00:00,353
3362,10,250,2012-01-25 19:00:00,251
3363,6,183,2012-01-25 20:00:00,178
3364,6,151,2012-01-25 21:00:00,143
3365,5,108,2012-01-25 22:00:00,103
3366,4,67,2012-01-25 23:00:00,61
3367,1,26,2012-01-26 00:00:00,25
3368,0,7,2012-01-26 01:00:00,6
3369,0,6,2012-01-26 02:00:00,6
3370,0,2,2012-01-26 03:00:00,2
3371,0,2,2012-01-26 04:00:00,2
3372,0,20,2012-01-26 05:00:00,20
3373,2,81,2012-01-26 06:00:00,78
3374,4,232,2012-01-26 07:00:00,231
3375,10,514,2012-01-26 08:00:00,513
3376,10,266,2012-01-26 09:00:00,268
3377,7,118,2012-01-26 10:00:00,94
3378,6,113,2012-01-26 11:00:00,84
3379,10,133,2012-01-26 12:00:00,119
3380,14,144,2012-01-26 13:00:00,126
3381,16,141,2012-01-26 14:00:00,122
3382,21,136,2012-01-26 15:00:00,119
3383,21,194,2012-01-26 16:00:00,182
3384,25,360,2012-01-26 17:00:00,417
3385,22,369,2012-01-26 18:00:00,415
3386,14,287,2012-01-26 19:00:00,280
3387,10,182,2012-01-26 20:00:00,167
3388,10,137,2012-01-26 21:00:00,134
3389,8,104,2012-01-26 22:00:00,101
3390,10,70,2012-01-26 23:00:00,55
3391,4,30,2012-01-27 00:00:00,28
3392,0,12,2012-01-27 01:00:00,12
3393,2,8,2012-01-27 02:00:00,7
3394,0,2,2012-01-27 03:00:00,3
3395,0,2,2012-01-27 04:00:00,2
3396,1,24,2012-01-27 05:00:00,21
3397,2,98,2012-01-27 06:00:00,96
3398,11,267,2012-01-27 07:00:00,272
3399,11,374,2012-01-27 08:00:00,431
3400,13,192,2012-01-27 09:00:00,249
3401,14,133,2012-01-27 10:00:00,103
3402,17,190,2012-01-27 11:00:00,144
3403,38,223,2012-01-27 12:00:00,186
3404,32,211,2012-01-27 13:00:00,167
3405,36,199,2012-01-27 14:00:00,142
3406,30,197,2012-01-27 15:00:00,153
3407,16,229,2012-01-27 16:00:00,217
3408,17,412,2012-01-27 17:00:00,431
3409,14,394,2012-01-27 18:00:00,405
3410,11,279,2012-01-27 19:00:00,276
3411,4,199,2012-01-27 20:00:00,185
3412,4,157,2012-01-27 21:00:00,147
3413,5,107,2012-01-27 22:00:00,101
3414,3,56,2012-01-27 23:00:00,56
3415,7,64,2012-01-28 00:00:00,60
3416,6,50,2012-01-28 01:00:00,45
3417,6,48,2012-01-28 02:00:00,40
3418,4,31,2012-01-28 03:00:00,26
3419,2,9,2012-01-28 04:00:00,6
3420,1,5,2012-01-28 05:00:00,3
3421,1,7,2012-01-28 06:00:00,6
3422,4,40,2012-01-28 07:00:00,26
3423,6,81,2012-01-28 08:00:00,73
3424,21,132,2012-01-28 09:00:00,100
3425,34,210,2012-01-28 10:00:00,163
3426,54,221,2012-01-28 11:00:00,174
3427,46,251,2012-01-28 12:00:00,196
3428,84,257,2012-01-28 13:00:00,199
3429,102,280,2012-01-28 14:00:00,198
3430,101,337,2012-01-28 15:00:00,248
3431,119,361,2012-01-28 16:00:00,246
3432,103,289,2012-01-28 17:00:00,213
3433,65,285,2012-01-28 18:00:00,198
3434,28,233,2012-01-28 19:00:00,133
3435,19,165,2012-01-28 20:00:00,121
3436,26,127,2012-01-28 21:00:00,110
3437,14,116,2012-01-28 22:00:00,99
3438,13,80,2012-01-28 23:00:00,70
3439,5,69,2012-01-29 00:00:00,64
3440,5,54,2012-01-29 01:00:00,48
3441,6,43,2012-01-29 02:00:00,36
3442,4,26,2012-01-29 03:00:00,20
3443,2,6,2012-01-29 04:00:00,4
3444,0,5,2012-01-29 05:00:00,4
3445,1,9,2012-01-29 06:00:00,8
3446,2,34,2012-01-29 07:00:00,28
3447,5,80,2012-01-29 08:00:00,72
3448,16,105,2012-01-29 09:00:00,91
3449,29,195,2012-01-29 10:00:00,165
3450,55,243,2012-01-29 11:00:00,207
3451,73,288,2012-01-29 12:00:00,247
3452,72,287,2012-01-29 13:00:00,247
3453,72,281,2012-01-29 14:00:00,239
3454,114,355,2012-01-29 15:00:00,247
3455,100,328,2012-01-29 16:00:00,233
3456,87,277,2012-01-29 17:00:00,229
3457,34,226,2012-01-29 18:00:00,179
3458,22,147,2012-01-29 19:00:00,117
3459,8,118,2012-01-29 20:00:00,98
3460,9,108,2012-01-29 21:00:00,91
3461,11,107,2012-01-29 22:00:00,94
3462,6,69,2012-01-29 23:00:00,60
3463,8,32,2012-01-30 00:00:00,32
3464,1,4,2012-01-30 01:00:00,4
3465,0,5,2012-01-30 02:00:00,3
3466,0,2,2012-01-30 03:00:00,1
3467,0,1,2012-01-30 04:00:00,1
3468,0,21,2012-01-30 05:00:00,19
3469,2,82,2012-01-30 06:00:00,80
3470,4,230,2012-01-30 07:00:00,233
3471,8,421,2012-01-30 08:00:00,409
3472,9,232,2012-01-30 09:00:00,226
3473,8,115,2012-01-30 10:00:00,97
3474,13,124,2012-01-30 11:00:00,113
3475,10,138,2012-01-30 12:00:00,121
3476,12,146,2012-01-30 13:00:00,126
3477,14,158,2012-01-30 14:00:00,132
3478,14,158,2012-01-30 15:00:00,129
3479,12,215,2012-01-30 16:00:00,204
3480,11,389,2012-01-30 17:00:00,396
3481,12,341,2012-01-30 18:00:00,393
3482,5,237,2012-01-30 19:00:00,256
3483,4,194,2012-01-30 20:00:00,181
3484,4,140,2012-01-30 21:00:00,132
3485,3,104,2012-01-30 22:00:00,98
3486,3,62,2012-01-30 23:00:00,54
3487,2,28,2012-01-31 00:00:00,27
3488,2,12,2012-01-31 01:00:00,7
3489,1,3,2012-01-31 02:00:00,4
3490,0,2,2012-01-31 03:00:00,2
3491,0,1,2012-01-31 04:00:00,1
3492,0,20,2012-01-31 05:00:00,20
3493,1,86,2012-01-31 06:00:00,88
3494,4,234,2012-01-31 07:00:00,238
3495,10,474,2012-01-31 08:00:00,465
3496,11,230,2012-01-31 09:00:00,231
3497,12,135,2012-01-31 10:00:00,111
3498,30,164,2012-01-31 11:00:00,127
3499,19,164,2012-01-31 12:00:00,146
3500,33,202,2012-01-31 13:00:00,171
3501,49,214,2012-01-31 14:00:00,164
3502,46,218,2012-01-31 15:00:00,170
3503,47,319,2012-01-31 16:00:00,272
3504,53,551,2012-01-31 17:00:00,497
3505,39,515,2012-01-31 18:00:00,484
3506,42,325,2012-01-31 19:00:00,297
3507,13,197,2012-01-31 20:00:00,182
3508,27,152,2012-01-31 21:00:00,151
3509,18,138,2012-01-31 22:00:00,120
3510,14,98,2012-01-31 23:00:00,83
3511,5,44,2012-02-20 00:00:00,40
3512,5,33,2012-02-20 01:00:00,31
3513,4,29,2012-02-20 02:00:00,23
3514,2,20,2012-02-20 03:00:00,14
3515,0,4,2012-02-20 05:00:00,4
3516,0,17,2012-02-20 06:00:00,21
3517,2,24,2012-02-20 07:00:00,83
3518,7,89,2012-02-20 08:00:00,95
3519,15,127,2012-02-20 09:00:00,100
3520,19,169,2012-02-20 10:00:00,126
3521,26,183,2012-02-20 11:00:00,152
3522,46,226,2012-02-20 12:00:00,197
3523,49,241,2012-02-20 13:00:00,212
3524,65,258,2012-02-20 14:00:00,215
3525,93,285,2012-02-20 15:00:00,229
3526,106,336,2012-02-20 16:00:00,238
3527,81,297,2012-02-20 17:00:00,306
3528,26,219,2012-02-20 18:00:00,244
3529,20,168,2012-02-20 19:00:00,191
3530,18,141,2012-02-20 20:00:00,162
3531,11,109,2012-02-20 21:00:00,100
3532,10,96,2012-02-20 22:00:00,86
3533,9,78,2012-02-20 23:00:00,66
3534,2,26,2012-02-21 00:00:00,23
3535,1,6,2012-02-21 01:00:00,6
3536,1,4,2012-02-21 02:00:00,4
3537,0,2,2012-02-21 04:00:00,2
3538,0,21,2012-02-21 05:00:00,21
3539,2,79,2012-02-21 06:00:00,77
3540,5,231,2012-02-21 07:00:00,233
3541,10,444,2012-02-21 08:00:00,441
3542,12,234,2012-02-21 09:00:00,233
3543,11,115,2012-02-21 10:00:00,98
3544,6,110,2012-02-21 11:00:00,100
3545,11,154,2012-02-21 12:00:00,138
3546,17,163,2012-02-21 13:00:00,136
3547,11,145,2012-02-21 14:00:00,126
3548,20,164,2012-02-21 15:00:00,131
3549,21,238,2012-02-21 16:00:00,203
3550,28,430,2012-02-21 17:00:00,416
3551,24,420,2012-02-21 18:00:00,406
3552,11,284,2012-02-21 19:00:00,275
3553,5,188,2012-02-21 20:00:00,183
3554,9,159,2012-02-21 21:00:00,148
3555,7,107,2012-02-21 22:00:00,94
3556,4,60,2012-02-21 23:00:00,54
3557,2,25,2012-02-22 00:00:00,25
3558,2,11,2012-02-22 01:00:00,9
3559,1,5,2012-02-22 02:00:00,3
3560,0,2,2012-02-22 03:00:00,2
3561,0,2,2012-02-22 04:00:00,2
3562,0,23,2012-02-22 05:00:00,22
3563,2,81,2012-02-22 06:00:00,80
3564,8,269,2012-02-22 07:00:00,267
3565,16,536,2012-02-22 08:00:00,529
3566,10,241,2012-02-22 09:00:00,237
3567,9,131,2012-02-22 10:00:00,98
3568,12,126,2012-02-22 11:00:00,112
3569,15,154,2012-02-22 12:00:00,144
3570,16,162,2012-02-22 13:00:00,148
3571,14,151,2012-02-22 14:00:00,126
3572,54,222,2012-02-22 15:00:00,173
3573,47,318,2012-02-22 16:00:00,273
3574,53,516,2012-02-22 17:00:00,457
3575,47,454,2012-02-22 18:00:00,453
3576,16,303,2012-02-22 19:00:00,287
3577,15,186,2012-02-22 20:00:00,194
3578,40,150,2012-02-22 21:00:00,161
3579,11,115,2012-02-22 22:00:00,103
3580,14,87,2012-02-22 23:00:00,77
3581,4,35,2012-02-23 00:00:00,31
3582,2,12,2012-02-23 01:00:00,10
3583,2,8,2012-02-23 02:00:00,4
3584,0,2,2012-02-23 03:00:00,2
3585,0,3,2012-02-23 04:00:00,2
3586,1,25,2012-02-23 05:00:00,23
3587,1,85,2012-02-23 06:00:00,82
3588,7,262,2012-02-23 07:00:00,243
3589,14,500,2012-02-23 08:00:00,520
3590,9,236,2012-02-23 09:00:00,249
3591,20,150,2012-02-23 10:00:00,119
3592,35,190,2012-02-23 11:00:00,128
3593,31,216,2012-02-23 12:00:00,168
3594,29,217,2012-02-23 13:00:00,170
3595,40,217,2012-02-23 14:00:00,165
3596,53,232,2012-02-23 15:00:00,172
3597,49,328,2012-02-23 16:00:00,263
3598,55,533,2012-02-23 17:00:00,502
3599,40,506,2012-02-23 18:00:00,491
3600,33,338,2012-02-23 19:00:00,310
3601,20,204,2012-02-23 20:00:00,205
3602,16,160,2012-02-23 21:00:00,158
3603,10,127,2012-02-23 22:00:00,122
3604,19,98,2012-02-23 23:00:00,83
3605,5,31,2012-02-24 00:00:00,27
3606,4,15,2012-02-24 01:00:00,11
3607,1,8,2012-02-24 02:00:00,6
3608,1,3,2012-02-24 03:00:00,2
3609,0,3,2012-02-24 04:00:00,2
3610,0,25,2012-02-24 05:00:00,25
3611,2,93,2012-02-24 06:00:00,92
3612,7,283,2012-02-24 07:00:00,261
3613,16,503,2012-02-24 08:00:00,520
3614,7,161,2012-02-24 09:00:00,106
3615,6,85,2012-02-24 10:00:00,68
3616,14,120,2012-02-24 11:00:00,99
3617,18,158,2012-02-24 12:00:00,138
3618,19,155,2012-02-24 13:00:00,140
3619,27,186,2012-02-24 14:00:00,151
3620,13,124,2012-02-24 15:00:00,97
3621,13,144,2012-02-24 16:00:00,101
3622,20,259,2012-02-24 17:00:00,279
3623,20,349,2012-02-24 18:00:00,316
3624,19,299,2012-02-24 19:00:00,281
3625,10,218,2012-02-24 20:00:00,198
3626,14,161,2012-02-24 21:00:00,160
3627,9,114,2012-02-24 22:00:00,111
3628,8,86,2012-02-24 23:00:00,78
3629,9,68,2012-02-25 00:00:00,59
3630,7,61,2012-02-25 01:00:00,50
3631,8,51,2012-02-25 02:00:00,46
3632,2,18,2012-02-25 03:00:00,16
3633,1,5,2012-02-25 04:00:00,4
3634,1,5,2012-02-25 05:00:00,3
3635,0,8,2012-02-25 06:00:00,8
3636,3,26,2012-02-25 07:00:00,26
3637,11,77,2012-02-25 08:00:00,62
3638,11,107,2012-02-25 09:00:00,91
3639,32,194,2012-02-25 10:00:00,151
3640,52,230,2012-02-25 11:00:00,186
3641,69,283,2012-02-25 12:00:00,233
3642,73,277,2012-02-25 13:00:00,240
3643,65,265,2012-02-25 14:00:00,225
3644,71,271,2012-02-25 15:00:00,231
3645,59,249,2012-02-25 16:00:00,224
3646,38,189,2012-02-25 17:00:00,150
3647,12,164,2012-02-25 18:00:00,139
3648,7,141,2012-02-25 19:00:00,111
3649,6,115,2012-02-25 20:00:00,103
3650,5,66,2012-02-25 21:00:00,65
3651,4,68,2012-02-25 22:00:00,62
3652,3,43,2012-02-25 23:00:00,39
3653,4,67,2012-02-26 00:00:00,61
3654,4,55,2012-02-26 01:00:00,49
3655,4,44,2012-02-26 02:00:00,37
3656,5,34,2012-02-26 03:00:00,28
3657,2,8,2012-02-26 04:00:00,6
3658,1,6,2012-02-26 05:00:00,4
3659,1,8,2012-02-26 06:00:00,8
3660,3,32,2012-02-26 07:00:00,26
3661,5,78,2012-02-26 08:00:00,70
3662,21,112,2012-02-26 09:00:00,93
3663,41,195,2012-02-26 10:00:00,163
3664,43,213,2012-02-26 11:00:00,173
3665,66,275,2012-02-26 12:00:00,226
3666,74,299,2012-02-26 13:00:00,242
3667,103,307,2012-02-26 14:00:00,248
3668,112,359,2012-02-26 15:00:00,249
3669,98,337,2012-02-26 16:00:00,244
3670,76,277,2012-02-26 17:00:00,227
3671,26,232,2012-02-26 18:00:00,182
3672,22,175,2012-02-26 19:00:00,142
3673,16,131,2012-02-26 20:00:00,106
3674,11,113,2012-02-26 21:00:00,100
3675,9,99,2012-02-26 22:00:00,84
3676,5,56,2012-02-26 23:00:00,47
3677,2,16,2012-02-27 00:00:00,14
3678,1,7,2012-02-27 01:00:00,5
3679,0,6,2012-02-27 02:00:00,2
3680,0,3,2012-02-27 03:00:00,2
3681,0,2,2012-02-27 04:00:00,2
3682,0,19,2012-02-27 05:00:00,19
3683,2,84,2012-02-27 06:00:00,82
3684,3,223,2012-02-27 07:00:00,223
3685,10,426,2012-02-27 08:00:00,416
3686,12,244,2012-02-27 09:00:00,241
3687,10,135,2012-02-27 10:00:00,113
3688,16,142,2012-02-27 11:00:00,121
3689,37,173,2012-02-27 12:00:00,150
3690,19,169,2012-02-27 13:00:00,157
3691,34,196,2012-02-27 14:00:00,151
3692,45,221,2012-02-27 15:00:00,172
3693,47,319,2012-02-27 16:00:00,272
3694,54,545,2012-02-27 17:00:00,495
3695,42,491,2012-02-27 18:00:00,438
3696,42,333,2012-02-27 19:00:00,315
3697,40,219,2012-02-27 20:00:00,210
3698,18,152,2012-02-27 21:00:00,155
3699,12,124,2012-02-27 22:00:00,115
3700,10,72,2012-02-27 23:00:00,70
3701,3,38,2012-02-28 00:00:00,37
3702,3,13,2012-02-28 01:00:00,11
3703,3,9,2012-02-28 02:00:00,6
3704,0,3,2012-02-28 03:00:00,3
3705,0,1,2012-02-28 04:00:00,1
3706,0,20,2012-02-28 05:00:00,22
3707,1,92,2012-02-28 06:00:00,90
3708,4,224,2012-02-28 07:00:00,234
3709,10,441,2012-02-28 08:00:00,429
3710,9,228,2012-02-28 09:00:00,229
3711,11,135,2012-02-28 10:00:00,115
3712,14,165,2012-02-28 11:00:00,127
3713,13,161,2012-02-28 12:00:00,152
3714,14,158,2012-02-28 13:00:00,147
3715,29,164,2012-02-28 14:00:00,138
3716,34,171,2012-02-28 15:00:00,150
3717,34,292,2012-02-28 16:00:00,250
3718,33,472,2012-02-28 17:00:00,449
3719,25,445,2012-02-28 18:00:00,447
3720,23,264,2012-02-28 19:00:00,265
3721,15,173,2012-02-28 20:00:00,168
3722,4,139,2012-02-28 21:00:00,128
3723,4,112,2012-02-28 22:00:00,102
3724,4,62,2012-02-28 23:00:00,63
3725,3,32,2012-02-29 00:00:00,34
3726,2,12,2012-02-29 01:00:00,10
3727,1,5,2012-02-29 02:00:00,5
3728,0,2,2012-02-29 03:00:00,2
3729,0,22,2012-02-29 05:00:00,21
3730,2,79,2012-02-29 06:00:00,77
3731,6,244,2012-02-29 07:00:00,247
3732,11,523,2012-02-29 08:00:00,514
3733,6,100,2012-02-29 09:00:00,95
3734,4,55,2012-02-29 10:00:00,60
3735,3,66,2012-02-29 11:00:00,63
3736,3,70,2012-02-29 12:00:00,61
3737,5,117,2012-02-29 13:00:00,92
3738,6,118,2012-02-29 14:00:00,91
3739,14,137,2012-02-29 15:00:00,117
3740,12,123,2012-02-29 16:00:00,96
3741,15,309,2012-02-29 17:00:00,236
3742,15,290,2012-02-29 18:00:00,297
3743,12,282,2012-02-29 19:00:00,275
3744,12,171,2012-02-29 20:00:00,125
3745,10,90,2012-02-29 21:00:00,88
3746,8,82,2012-02-29 22:00:00,79
3747,9,55,2012-02-29 23:00:00,52
3748,7,34,2012-03-20 00:00:00,27
3749,5,18,2012-03-20 01:00:00,17
3750,2,8,2012-03-20 02:00:00,5
3751,1,4,2012-03-20 03:00:00,3
3752,0,5,2012-03-20 04:00:00,3
3753,0,24,2012-03-20 05:00:00,24
3754,3,118,2012-03-20 06:00:00,116
3755,7,172,2012-03-20 07:00:00,225
3756,21,551,2012-03-20 08:00:00,558
3757,25,326,2012-03-20 09:00:00,291
3758,26,161,2012-03-20 10:00:00,127
3759,29,180,2012-03-20 11:00:00,149
3760,42,236,2012-03-20 12:00:00,201
3761,45,236,2012-03-20 13:00:00,192
3762,51,229,2012-03-20 14:00:00,173
3763,54,255,2012-03-20 15:00:00,178
3764,55,321,2012-03-20 16:00:00,253
3765,50,613,2012-03-20 17:00:00,576
3766,50,609,2012-03-20 18:00:00,582
3767,48,461,2012-03-20 19:00:00,416
3768,43,321,2012-03-20 20:00:00,284
3769,32,233,2012-03-20 21:00:00,203
3770,21,192,2012-03-20 22:00:00,153
3771,17,115,2012-03-20 23:00:00,88
3772,10,58,2012-03-21 00:00:00,47
3773,6,21,2012-03-21 01:00:00,17
3774,2,11,2012-03-21 02:00:00,7
3775,0,4,2012-03-21 03:00:00,4
3776,0,4,2012-03-21 04:00:00,3
3777,0,27,2012-03-21 05:00:00,28
3778,3,152,2012-03-21 06:00:00,142
3779,6,241,2012-03-21 07:00:00,188
3780,12,444,2012-03-21 08:00:00,424
3781,26,312,2012-03-21 09:00:00,268
3782,33,171,2012-03-21 10:00:00,126
3783,34,143,2012-03-21 11:00:00,104
3784,37,242,2012-03-21 12:00:00,189
3785,32,224,2012-03-21 13:00:00,178
3786,42,225,2012-03-21 14:00:00,174
3787,42,228,2012-03-21 15:00:00,181
3788,51,403,2012-03-21 16:00:00,337
3789,57,716,2012-03-21 17:00:00,643
3790,53,723,2012-03-21 18:00:00,683
3791,59,532,2012-03-21 19:00:00,457
3792,42,340,2012-03-21 20:00:00,297
3793,24,235,2012-03-21 21:00:00,235
3794,23,192,2012-03-21 22:00:00,172
3795,15,121,2012-03-21 23:00:00,108
3796,7,52,2012-03-22 00:00:00,43
3797,6,21,2012-03-22 01:00:00,17
3798,2,10,2012-03-22 02:00:00,9
3799,0,6,2012-03-22 03:00:00,6
3800,0,5,2012-03-22 04:00:00,4
3801,1,22,2012-03-22 05:00:00,24
3802,3,154,2012-03-22 06:00:00,143
3803,13,320,2012-03-22 07:00:00,288
3804,22,537,2012-03-22 08:00:00,521
3805,21,300,2012-03-22 09:00:00,256
3806,22,170,2012-03-22 10:00:00,140
3807,22,132,2012-03-22 11:00:00,110
3808,35,177,2012-03-22 12:00:00,156
3809,44,250,2012-03-22 13:00:00,191
3810,53,237,2012-03-22 14:00:00,178
3811,51,249,2012-03-22 15:00:00,192
3812,55,371,2012-03-22 16:00:00,307
3813,72,733,2012-03-22 17:00:00,644
3814,71,730,2012-03-22 18:00:00,651
3815,64,515,2012-03-22 19:00:00,445
3816,50,399,2012-03-22 20:00:00,342
3817,28,282,2012-03-22 21:00:00,246
3818,26,195,2012-03-22 22:00:00,171
3819,24,167,2012-03-22 23:00:00,139
3820,11,56,2012-03-23 00:00:00,47
3821,5,17,2012-03-23 01:00:00,12
3822,2,10,2012-03-23 02:00:00,8
3823,0,5,2012-03-23 03:00:00,5
3824,0,5,2012-03-23 04:00:00,4
3825,1,24,2012-03-23 05:00:00,25
3826,9,154,2012-03-23 06:00:00,146
3827,12,291,2012-03-23 07:00:00,286
3828,18,547,2012-03-23 08:00:00,530
3829,24,303,2012-03-23 09:00:00,260
3830,26,174,2012-03-23 10:00:00,145
3831,48,221,2012-03-23 11:00:00,169
3832,53,271,2012-03-23 12:00:00,215
3833,71,304,2012-03-23 13:00:00,242
3834,92,310,2012-03-23 14:00:00,226
3835,99,329,2012-03-23 15:00:00,243
3836,109,489,2012-03-23 16:00:00,372
3837,120,811,2012-03-23 17:00:00,700
3838,97,768,2012-03-23 18:00:00,639
3839,72,511,2012-03-23 19:00:00,436
3840,64,363,2012-03-23 20:00:00,291
3841,40,307,2012-03-23 21:00:00,255
3842,39,225,2012-03-23 22:00:00,180
3843,24,142,2012-03-23 23:00:00,118
3844,26,136,2012-03-24 00:00:00,108
3845,20,103,2012-03-24 01:00:00,77
3846,17,83,2012-03-24 02:00:00,63
3847,9,34,2012-03-24 03:00:00,24
3848,4,13,2012-03-24 04:00:00,11
3849,4,13,2012-03-24 05:00:00,11
3850,5,28,2012-03-24 06:00:00,21
3851,7,65,2012-03-24 07:00:00,48
3852,28,149,2012-03-24 08:00:00,116
3853,66,212,2012-03-24 09:00:00,136
3854,104,345,2012-03-24 10:00:00,193
3855,110,420,2012-03-24 11:00:00,277
3856,121,399,2012-03-24 12:00:00,277
3857,113,394,2012-03-24 13:00:00,274
3858,102,398,2012-03-24 14:00:00,266
3859,90,434,2012-03-24 15:00:00,276
3860,74,250,2012-03-24 16:00:00,206
3861,91,199,2012-03-24 17:00:00,134
3862,41,183,2012-03-24 18:00:00,115
3863,26,185,2012-03-24 19:00:00,120
3864,9,147,2012-03-24 20:00:00,113
3865,7,122,2012-03-24 21:00:00,101
3866,7,82,2012-03-24 22:00:00,83
3867,10,79,2012-03-24 23:00:00,69
3868,8,86,2012-03-25 00:00:00,77
3869,7,75,2012-03-25 01:00:00,67
3870,5,47,2012-03-25 02:00:00,50
3871,4,21,2012-03-25 03:00:00,18
3872,3,11,2012-03-25 04:00:00,8
3873,1,11,2012-03-25 05:00:00,9
3874,2,34,2012-03-25 06:00:00,30
3875,8,49,2012-03-25 07:00:00,49
3876,17,103,2012-03-25 08:00:00,112
3877,33,169,2012-03-25 09:00:00,136
3878,51,254,2012-03-25 10:00:00,204
3879,60,343,2012-03-25 11:00:00,264
3880,76,399,2012-03-25 12:00:00,301
3881,132,484,2012-03-25 13:00:00,332
3882,140,465,2012-03-25 14:00:00,302
3883,141,454,2012-03-25 15:00:00,290
3884,177,440,2012-03-25 16:00:00,290
3885,174,414,2012-03-25 17:00:00,257
3886,107,376,2012-03-25 18:00:00,241
3887,67,324,2012-03-25 19:00:00,200
3888,61,224,2012-03-25 20:00:00,138
3889,42,192,2012-03-25 21:00:00,118
3890,22,159,2012-03-25 22:00:00,104
3891,20,106,2012-03-25 23:00:00,89
3892,7,52,2012-03-26 00:00:00,43
3893,3,17,2012-03-26 01:00:00,11
3894,1,12,2012-03-26 02:00:00,8
3895,0,4,2012-03-26 03:00:00,4
3896,1,7,2012-03-26 04:00:00,4
3897,1,27,2012-03-26 05:00:00,26
3898,4,129,2012-03-26 06:00:00,125
3899,11,416,2012-03-26 07:00:00,421
3900,26,665,2012-03-26 08:00:00,663
3901,34,326,2012-03-26 09:00:00,285
3902,98,188,2012-03-26 10:00:00,120
3903,121,238,2012-03-26 11:00:00,145
3904,124,297,2012-03-26 12:00:00,197
3905,143,292,2012-03-26 13:00:00,185
3906,172,338,2012-03-26 14:00:00,196
3907,162,295,2012-03-26 15:00:00,189
3908,147,411,2012-03-26 16:00:00,320
3909,95,619,2012-03-26 17:00:00,549
3910,77,577,2012-03-26 18:00:00,518
3911,51,405,2012-03-26 19:00:00,355
3912,23,264,2012-03-26 20:00:00,232
3913,15,203,2012-03-26 21:00:00,169
3914,14,143,2012-03-26 22:00:00,120
3915,9,90,2012-03-26 23:00:00,82
3916,8,38,2012-03-27 00:00:00,34
3917,4,20,2012-03-27 01:00:00,19
3918,0,14,2012-03-27 02:00:00,13
3919,0,5,2012-03-27 03:00:00,4
3920,0,5,2012-03-27 04:00:00,3
3921,0,25,2012-03-27 05:00:00,24
3922,2,93,2012-03-27 06:00:00,91
3923,6,297,2012-03-27 07:00:00,282
3924,15,573,2012-03-27 08:00:00,535
3925,18,312,2012-03-27 09:00:00,282
3926,11,202,2012-03-27 10:00:00,147
3927,23,208,2012-03-27 11:00:00,159
3928,29,250,2012-03-27 12:00:00,201
3929,62,250,2012-03-27 13:00:00,198
3930,87,239,2012-03-27 14:00:00,167
3931,93,262,2012-03-27 15:00:00,196
3932,80,368,2012-03-27 16:00:00,323
3933,79,594,2012-03-27 17:00:00,533
3934,62,524,2012-03-27 18:00:00,464
3935,50,419,2012-03-27 19:00:00,368
3936,41,287,2012-03-27 20:00:00,248
3937,15,198,2012-03-27 21:00:00,168
3938,12,148,2012-03-27 22:00:00,127
3939,11,91,2012-03-27 23:00:00,83
3940,7,36,2012-03-28 00:00:00,32
3941,2,14,2012-03-28 01:00:00,12
3942,1,9,2012-03-28 02:00:00,7
3943,1,5,2012-03-28 03:00:00,4
3944,0,4,2012-03-28 04:00:00,2
3945,0,26,2012-03-28 05:00:00,24
3946,2,103,2012-03-28 06:00:00,100
3947,10,330,2012-03-28 07:00:00,319
